MA	Gene Name	Ensembl ID	GM12878-ENCFF853TRI	GM12878-ENCFF305QBE	K562-ENCFF332TWQ	K562-ENCFF425PIK	HepG2-ENCFF430KOC	HepG2-ENCFF966SVU	HeLa-S2-ENCFF504AOD	HeLa-S2-ENCFF214ZYK	H1-ENCFF679BHK	H1-ENCFF289GEC	HUVEC-ENCFF211SQP	HUVEC-ENCFF318QVC	NHEK-ENCFF566XEO	NHEK-ENCFF570MJL	A549-ENCFF578YTC	A549-ENCFF908XTR	HMEC-ENCFF749LVX	HMEC-ENCFF476ARS	HSMM-ENCFF226JIS	HSMM-ENCFF036QPG	MCF-7-ENCFF735QLM	MCF-7-ENCFF317XCR	Th1-ENCFF879KHB	Th1-ENCFF979WIG	BE2C-ENCFF242CZI	BE2C-ENCFF465LLS	BE2C-ENCFF256IPJ	BJ-ENCFF982HRR	BJ-ENCFF967KIB	BJ-ENCFF154BBN	Jurkat-ENCFF799GFQ	Jurkat-ENCFF847SAP	Jurkat-ENCFF226OYU	Monocytes-CD14+-ENCFF167IBQ	Monocytes-CD14+-ENCFF857HLU	Monocytes-CD14+-ENCFF780XKG	NHLF-ENCFF609ZJO	NHLF-ENCFF400BDD	Panc1-ENCFF921FTG	Panc1-ENCFF149WMH	Panc1-ENCFF249UJV	CD20-ENCFF642IQW	CD20-ENCFF410IPV	CD34-ENCFF040ZTX	CD34-ENCFF932WWC	Ishikawa-ES-ENCFF770CRK	Ishikawa-ES-ENCFF667ZBZ	Chorion-ENCFF954RVV	Chorion-ENCFF376HRQ	HeLa-S3-ENCFF255QOM	Hepatocytes-ENCFF264EOK	Hepatocytes-ENCFF064IQR	T-47D-ENCFF549FIH	T-47D-ENCFF234TQB
MA0640.1	ELF3	ENSG00000163435	0.6200000000000001	0.31	1.6600000000000001	0.33999999999999997	12.830000000000002	35.93	42.809999999999995	41.019999999999996	14.24	11.3	0.19	0.01	0.14	0.53	865.4599999999999	276.72	2.12	2.17	0.03	0.03	87.41999999999999	85.63	1.3600000000000003	1.3900000000000001	0.0	0.0	0.11	0.03	0.02	0.16999999999999998	0.27	0.0	0.0	7.52	7.640000000000001	3.63	0.05	0.05	70.83	72.09	82.78	1.13	2.5700000000000003	0.18	0.19	65.05	67.41	75.58	74.38	42.18	295.82	304.89	139.0	98.49
MA0641.1	ELF4	ENSG00000102034	14.830000000000002	16.16	55.56	52.74	3.4099999999999997	3.02	16.37	19.189999999999998	1.0499999999999998	1.26	21.92	16.81	18.36	19.72	16.62	13.98	18.75	19.16	13.4	13.85	33.64	32.13	19.05	18.87	0.53	0.55	0.26	18.499999999999996	18.51	25.380000000000003	10.29	9.92	10.25	50.629999999999995	51.52	46.88	14.87	15.07	23.52	23.599999999999998	25.38	17.44	15.98	18.59	18.639999999999997	5.5	5.569999999999999	19.54	19.16	20.11	15.54	16.03	7.09	8.280000000000001
MA0642.1	EN2	ENSG00000164778	0.0	0.0	0.03	0.03	0.0	0.0	0.0	0.0	0.07	0.0	0.04	0.0	0.18	0.13	0.42	0.26	0.0	0.0	1.77	1.83	2.0	1.95	0.0	0.0	0.0	0.0	0.06	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.01	1.14	1.16	1.57	0.0	0.0	0.0	0.0	0.05	0.05	0.0	0.0	0.0	0.14	0.14	0.0	0.0
MA0644.1	ESX1	ENSG00000123576	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.03	0.0	0.0	0.08	0.02	0.04	0.02	0.04	0.02	0.02	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.32	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.0	0.0	0.0	0.0	0.0
MA0645.1	ETV6	ENSG00000139083	5.06	6.14	2.63	3.55	2.0	1.8199999999999998	2.04	2.45	4.13	5.3	9.19	11.2	2.94	4.17	2.8500000000000005	7.500000000000001	5.4799999999999995	5.6000000000000005	4.73	4.89	3.8	3.71	7.5	7.66	1.36	1.39	3.5999999999999996	7.67	7.67	8.74	5.4	6.05	6.390000000000001	33.480000000000004	33.83	23.18	3.9	3.95	2.54	2.6	4.59	10.030000000000001	11.29	97.38	95.22	3.39	4.7	4.35	4.26	2.68	9.779999999999998	9.479999999999999	2.3200000000000003	3.36
MA0646.1	GCM1	ENSG00000137270	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.09	0.0	0.0	0.0	0.01	0.0	0.02	0.01	0.0	0.0	0.01	0.01	0.02	0.02	0.03	0.03	0.07	0.07	0.14	0.01	0.01	0.0	0.04	0.0	0.0	0.06	0.06	0.05	0.01	0.01	0.0	0.0	0.05	1.06	0.95	0.02	0.01	0.0	0.0	56.56	54.13	0.04	0.0	0.0	0.06	0.05
MA0647.1	GRHL1	ENSG00000134317	0.43999999999999995	0.41	5.279999999999999	2.1399999999999997	6.83	6.73	1.9600000000000002	1.75	1.8199999999999998	1.8900000000000001	1.06	0.61	1.61	4.7	0.9400000000000001	1.26	1.55	1.62	0.08	0.22	17.069999999999997	16.61	0.11	0.01	0.78	0.6900000000000001	1.3399999999999999	0.87	1.37	1.02	1.36	3.9299999999999997	4.32	0.05	0.05	0.03	0.55	0.6200000000000001	3.9499999999999997	4.13	3.9599999999999995	0.5800000000000001	0.12	0.2	0.2	6.59	6.6899999999999995	46.589999999999996	50.43	1.88	7.88	7.290000000000001	24.19	24.489999999999995
MA0648.1	GSC	ENSG00000133937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.51	0.0	0.0	0.0	0.0	0.5	0.02	0.03	0.04	0.0	0.0	1.6	1.57	0.15	0.16	0.0	0.0	0.0	0.02	0.02	0.02	9.54	7.53	7.95	0.0	0.0	0.0	0.03	0.03	0.09	0.1	0.0	0.0	0.0	0.05	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.58	3.89
MA0649.1	HEY2	ENSG00000135547	0.39	0.11	0.0	0.08	0.02	0.03	0.22	0.22	7.140000000000001	6.5200000000000005	0.65	0.9	0.0	0.0	0.13	0.02	0.0	0.0	0.01	0.01	12.59	12.280000000000001	0.09	0.09	0.0	0.0	0.0	0.01	0.01	0.0	1.79	2.6	2.6399999999999997	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.16	0.07	0.0	0.0	0.21	0.22	0.77	0.76	0.23	0.33	0.34	0.48	0.69
MA0650.1	HOXA13	ENSG00000106031	0.0	0.0	0.0	0.0	0.01	0.0	1.1	0.62	0.0	0.0	0.0	0.01	0.0	0.0	0.39	1.65	0.0	0.0	0.44999999999999996	0.33999999999999997	0.84	1.05	0.0	0.0	0.0	0.0	0.0	10.09	7.48	5.0	2.48	1.85	3.2199999999999998	0.0	0.0	0.0	0.0	0.0	0.52	0.73	0.37	0.0	0.0	0.0	0.0	0.92	1.38	7.09	4.69	0.75	5.02	6.510000000000001	0.0	0.06
MA0651.1	HOXC11	ENSG00000123388	0.0	0.0	0.0	0.0	0.0	0.0	2.6799999999999997	4.98	0.0	0.0	0.0	0.0	1.48	0.76	0.32999999999999996	0.55	0.19	0.19	5.96	6.1	3.64	3.61	0.0	0.0	0.63	0.65	0.56	2.6399999999999997	2.63	3.9899999999999998	1.82	2.31	2.43	0.0	0.0	0.0	0.0	0.0	15.9	16.259999999999998	17.439999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	5.22	1.1600000000000001	1.2000000000000002	29.37	27.2
MA0652.1	IRF8	ENSG00000140968	97.69999999999999	82.5	0.0	0.26	0.0	0.0	0.0	0.0	0.7	0.9	0.0	0.0	0.0	0.0	0.32999999999999996	0.17	0.0	0.0	0.02	0.02	1.15	1.13	5.44	5.11	0.0	0.0	0.0	0.0	0.0	0.0	4.97	5.7299999999999995	6.039999999999999	137.2	138.62	140.89000000000001	0.0	0.0	0.0	0.0	0.12	315.17	202.0	4.739999999999999	5.6899999999999995	0.0	0.0	2.0900000000000003	2.35	0.0	3.8400000000000003	3.9599999999999995	0.0	0.0
MA0653.1	IRF9	ENSG00000285048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MA0654.1	ISX	ENSG00000175329	0.55	0.22	0.48000000000000004	0.31	2.33	1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.01	0.0	0.0	0.0	0.0	0.0	14.52	15.0	0.0	0.0
MA0655.1	JDP2	ENSG00000140044	8.65	8.559999999999999	31.519999999999996	5.0200000000000005	10.18	35.51	7.359999999999999	7.38	39.96	37.1	11.25	5.140000000000001	13.430000000000001	7.550000000000001	20.96	13.059999999999999	8.31	8.469999999999999	41.01	42.36	6.8500000000000005	6.74	0.2	0.2	24.759999999999998	25.509999999999998	15.049999999999997	73.31	72.61	69.05999999999999	5.99	7.9399999999999995	7.67	51.43	51.910000000000004	72.44	28.52	28.669999999999998	20.650000000000002	20.779999999999998	20.35	3.66	5.11	3.8299999999999996	4.17	29.140000000000004	30.33	3.77	3.62	7.720000000000001	65.78	68.10999999999999	59.89999999999999	58.62
MA0656.1	JDP2(var.2)	ENSG00000140044	8.65	8.559999999999999	31.519999999999996	5.0200000000000005	10.18	35.51	7.359999999999999	7.38	39.96	37.1	11.25	5.140000000000001	13.430000000000001	7.550000000000001	20.96	13.059999999999999	8.31	8.469999999999999	41.01	42.36	6.8500000000000005	6.74	0.2	0.2	24.759999999999998	25.509999999999998	15.049999999999997	73.31	72.61	69.05999999999999	5.99	7.9399999999999995	7.67	51.43	51.910000000000004	72.44	28.52	28.669999999999998	20.650000000000002	20.779999999999998	20.35	3.66	5.11	3.8299999999999996	4.17	29.140000000000004	30.33	3.77	3.62	7.720000000000001	65.78	68.10999999999999	59.89999999999999	58.62
MA0657.1	KLF13	ENSG00000169926	21.08	16.02	2.23	2.74	5.779999999999999	7.630000000000001	20.61	17.78	6.66	8.05	7.449999999999999	6.05	34.17	55.68	11.64	50.74000000000001	21.83	22.31	8.530000000000001	8.809999999999999	4.21	4.1	91.03	90.29	70.61	73.27	57.97	11.16	11.17	9.34	47.83	46.86	48.97	89.78999999999999	90.52	40.14000000000001	25.8	26.14	76.03	78.94999999999999	83.77	81.58	42.519999999999996	58.620000000000005	54.11	20.18	20.04	12.389999999999999	11.919999999999998	18.56	12.81	23.669999999999998	4.659999999999999	3.72
MA0658.1	LHX6	ENSG00000106852	0.0	0.0	0.75	2.4000000000000004	0.14	0.31	0.53	0.44999999999999996	0.32	0.19	2.7199999999999998	2.73	0.16	0.14	0.31	0.22	2.58	2.71	0.09000000000000001	0.09000000000000001	1.23	1.2000000000000002	0.0	0.0	0.15	0.11	0.11	0.0	0.0	0.01	0.77	0.48	0.5	0.0	0.0	0.0	0.0	0.0	0.32	0.33	0.5599999999999999	0.03	0.02	0.8500000000000001	0.8600000000000002	0.89	1.04	0.7700000000000001	0.77	0.46	0.0	0.0	0.63	1.26
MA0659.1	MAFG	ENSG00000197063	1.89	2.16	67.18	46.0	13.23	30.509999999999998	31.32	33.47	36.1	41.18	15.02	13.8	7.430000000000001	6.7	159.46	31.560000000000002	10.0	10.21	16.97	17.55	8.0	7.79	1.53	1.51	29.2	29.66	28.54	10.010000000000002	10.01	16.82	14.95	13.72	12.29	49.11000000000001	49.57	23.279999999999998	9.58	9.71	40.45	40.59	40.79	20.749999999999996	7.4	14.77	15.360000000000001	13.92	14.3	8.2	8.360000000000001	34.629999999999995	30.869999999999997	31.759999999999998	4.859999999999999	4.82
MA0660.1	MEF2B	ENSG00000213999	8.05	8.97	2.06	0.41	0.8300000000000001	1.85	0.89	0.66	0.41	0.27	0.55	0.53	0.26	0.18	3.38	0.15000000000000002	0.04	0.04	0.12000000000000001	0.13	0.38	0.37	0.6	0.6499999999999999	0.69	0.7	0.23	0.32	0.31000000000000005	0.08	3.26	3.39	3.62	1.31	1.32	1.33	0.18000000000000002	0.18000000000000002	0.55	0.56	0.24	3.75	2.99	0.7999999999999999	0.8700000000000001	1.19	0.9299999999999999	0.4	0.42	0.68	2.91	2.69	0.99	0.69
MA0661.1	MEOX1	ENSG00000005102	0.7200000000000001	0.2	0.0	0.0	0.0	0.0	0.18	1.44	0.04	0.0	0.06	0.03	0.03	0.02	0.0	0.0	0.01	0.01	0.01	0.01	0.0	0.0	2.7	2.5700000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.01	0.01	0.2	0.21000000000000002	0.08	0.0	0.0	0.03	0.01	50.92	51.84	0.02	0.02	1.52	0.26	0.28	0.0	0.02
MA0662.1	MIXL1	ENSG00000185155	0.18000000000000002	0.2	0.0	0.0	8.95	1.55	0.26	0.0	0.43000000000000005	0.85	0.17	0.0	0.0	0.11	0.0	0.16	0.02	0.02	0.15	0.16	0.01	0.01	0.02	0.0	0.0	0.0	0.05	0.06999999999999999	0.06999999999999999	0.05	0.37	0.58	0.61	0.0	0.0	0.0	0.06	0.07	0.26	0.28	0.52	0.34	0.54	2.35	2.48	1.69	1.56	0.1	0.09	0.0	0.68	0.7000000000000001	0.12000000000000001	0.19
MA0663.1	MLX	ENSG00000108788	39.949999999999996	37.49999999999999	54.269999999999996	54.27	37.260000000000005	44.92999999999999	31.16	31.89	22.97	21.560000000000002	23.17	28.340000000000003	21.76	24.819999999999997	34.21	36.800000000000004	43.05	43.78999999999999	47.510000000000005	49.11000000000001	21.820000000000004	21.27	17.150000000000002	17.1	77.11999999999999	79.86	90.66	33.669999999999995	33.44	40.96999999999999	72.13000000000001	71.69	73.5	78.62000000000002	79.41	65.53	49.470000000000006	49.699999999999996	34.09	35.13	34.650000000000006	39.87	40.41	24.670000000000005	23.679999999999996	67.75	71.42	19.990000000000002	19.33	34.11	27.209999999999994	28.07	70.74000000000001	62.27
MA0664.1	MLXIPL	ENSG00000009950	0.0	0.05	17.86	2.29	41.65	54.760000000000005	4.5600000000000005	5.0	8.149999999999999	10.13	0.0	0.0	0.03	0.02	9.53	1.63	0.08	0.08	0.13	0.13	1.8900000000000001	1.84	0.0	0.0	0.16	0.16	0.18	0.0	0.0	0.03	0.12	0.22	0.0	0.17	0.18	0.17	0.0	0.0	3.9799999999999995	3.14	3.8300000000000005	0.0	0.0	0.0	0.0	9.67	10.069999999999999	0.22	0.21	5.2	37.650000000000006	36.32	23.920000000000005	23.64
MA0665.1	MSC	ENSG00000178860	127.58	119.26	0.27	0.38999999999999996	0.0	0.0	0.0	0.0	1.46	0.86	0.0	0.0	0.19	0.01	26.27	30.73	3.32	3.41	17.74	18.39	0.0	0.0	1.48	1.5499999999999998	1.07	1.1	1.13	6.04	6.029999999999999	12.440000000000001	0.0	0.0	0.0	0.9299999999999999	0.94	0.24	21.17	21.45	0.0	0.0	0.0	1.36	2.25	0.02	0.02	0.78	0.81	5.04	5.01	0.0	0.92	0.97	0.0	0.0
MA0666.1	MSX1	ENSG00000163132	0.22	0.02	2.41	1.65	6.39	6.41	0.73	0.46	0.05	0.23	0.28	0.09	0.14	0.03	6.24	1.35	0.15	0.15	6.42	6.640000000000001	0.79	0.77	0.0	0.0	2.32	2.3899999999999997	2.78	3.66	3.6399999999999997	5.65	8.65	7.87	8.27	0.02	0.02	0.0	4.48	4.54	1.31	1.33	1.8	0.12	0.06	0.16	0.16	204.99	209.26999999999998	2.24	2.13	0.48	18.8	19.43	1.27	0.89
MA0667.1	MYF6	ENSG00000111046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.24	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.0
MA0668.1	NEUROD2	ENSG00000171532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.04	0.04	0.0	0.01	0.01	0.0	0.02	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.04	0.03	0.01	0.01	0.01	0.01	0.01	0.01	0.0	0.0	0.0	0.01	0.02
MA0669.1	NEUROG2	ENSG00000178403	0.52	0.52	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.16	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17	1.06	1.11	0.09	0.09	0.11	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.03	0.02	0.0	0.0	0.0	0.0	0.0	0.32	0.33	0.0	0.0
MA0670.1	NFIA	ENSG00000162599	0.01	0.0	2.6500000000000004	3.21	4.44	4.98	8.850000000000001	8.39	1.62	1.51	7.86	7.75	7.98	12.34	7.419999999999999	16.21	24.400000000000002	24.8	3.1	3.22	3.4699999999999993	3.44	2.96	3.02	5.58	5.74	3.9699999999999998	2.86	2.8400000000000003	3.7200000000000006	1.57	1.41	1.48	1.81	1.81	2.21	9.67	9.66	5.32	5.48	5.45	0.13	0.2	8.37	8.21	10.819999999999999	11.06	5.190000000000001	5.289999999999999	8.66	10.399999999999999	10.77	24.740000000000002	47.269999999999996
MA0671.1	NFIX	ENSG00000008441	0.42	0.39	6.479999999999999	8.69	8.15	15.15	2.17	1.4900000000000002	0.11000000000000001	0.0	31.740000000000002	21.66	14.69	7.2	1.19	0.8	21.040000000000006	21.81	26.23	27.61	1.04	1.01	0.9	0.9199999999999999	27.1	27.83	22.26	10.5	10.500000000000002	24.490000000000002	10.55	8.44	8.989999999999998	2.73	2.7600000000000002	4.65	64.45	67.19	87.04999999999998	88.69000000000001	92.71000000000001	0.32	0.45000000000000007	14.43	14.200000000000001	10.15	10.52	6.089999999999999	5.920000000000001	0.8200000000000001	5.15	5.32	6.76	9.989999999999998
MA0672.1	NKX2-3	ENSG00000119919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.02	0.0	0.0	0.01	0.01	0.07	0.07	0.08	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.11	0.11	0.0	0.0	0.0	0.0	0.0	0.11	0.11	0.0	0.0	0.0	2.35	2.58	0.17	0.17	0.0	0.0	0.0	0.0	0.0	0.06	0.05
MA0673.1	NKX2-8	ENSG00000136327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63	0.16	1.29	0.16	0.03	0.04	0.0	0.0	0.13	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.19	0.0	0.0	0.0	0.0	0.0	1.11	1.15	0.0	0.0	0.0	0.0	0.0	0.77	1.05
MA0674.1	NKX6-1	ENSG00000163623	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.04	0.0	0.0	0.0	0.0	0.31	0.07	0.0	0.0	0.02	0.02	0.0	0.0	0.0	0.0	22.23	22.68	19.89	0.02	0.02	0.02	0.85	1.11	1.17	0.01	0.01	0.01	0.65	0.6599999999999999	0.6	0.61	0.64	0.01	0.0	0.04	0.06	0.36	0.37	0.0	0.0	0.0	0.0	0.0	0.05	0.13
MA0675.1	NKX6-2	ENSG00000148826	0.36	0.04	0.68	0.36	1.2	0.52	0.35	0.22999999999999998	1.1400000000000001	0.04	0.52	0.7	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.0	0.0	0.0	0.0	0.0	0.0	9.96	5.7	8.85	0.0	0.0	0.0	0.18000000000000002	3.85	0.0	0.0	0.0	0.12	4.02	0.0	1.91	0.05
MA0678.1	OLIG2	ENSG00000205927	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.04	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.15	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.0
MA0679.1	ONECUT1	ENSG00000169856	0.0	0.0	0.0	0.0	13.09	10.16	0.0	0.0	2.16	0.8700000000000001	0.0	0.0	0.0	0.0	0.06	0.19	0.0	0.0	0.0	0.0	0.31000000000000005	0.21	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	1.9899999999999998	1.98	1.47	0.0	0.0	0.0	0.06	0.04	0.0	0.0	0.03	0.0	0.01	0.0	0.0	0.0	0.0	0.01	0.01	0.0	3.1500000000000004	4.58	0.22	0.2
MA0680.1	PAX7	ENSG00000009709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.16	0.6900000000000001	0.0	0.0	2.1	2.17	0.01	0.01	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MA0683.1	POU4F2	ENSG00000151615	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MA0684.1	RUNX3	ENSG00000020633	24.96	26.91	0.22999999999999998	0.17	0.28	0.75	0.0	0.0	0.55	0.2	0.0	0.0	0.0	0.09	1.6500000000000001	1.99	0.52	0.53	0.04	0.04	0.01	0.01	43.18	43.1	0.03	0.03	0.0	0.44999999999999996	0.44999999999999996	0.19	24.46	17.06	17.79	21.03	20.97	35.46	1.58	1.6	0.05	0.05	0.12	70.8	55.87	20.2	20.23	3.93	4.08	0.25	0.25	0.0	0.56	0.5700000000000001	0.0	0.01
MA0685.1	SP4	ENSG00000105866	8.83	9.81	0.74	1.3	1.01	0.36	0.47	0.42	3.86	7.380000000000001	0.56	1.45	0.46	1.0	2.1799999999999997	3.4299999999999997	1.48	1.51	1.61	1.67	2.8	2.72	32.1	31.81	3.49	3.44	1.9	1.96	1.96	1.37	7.16	6.859999999999999	5.78	0.96	0.97	0.6	2.34	2.3699999999999997	2.2399999999999998	2.28	2.4	5.6	4.51	4.72	4.7700000000000005	3.8200000000000003	3.95	0.81	0.81	0.44	2.15	2.22	1.25	1.45
MA0686.1	SPDEF	ENSG00000124664	0.0	0.0	0.03	0.03	0.0	0.04	0.0	0.0	0.08	0.1	0.0	0.0	0.03	0.0	6.3500000000000005	4.710000000000001	0.0	0.0	0.03	0.03	6.63	6.61	0.12	0.12000000000000001	0.11	0.11	0.0	0.0	0.0	0.02	0.05	0.0	0.0	0.03	0.04	0.02	0.01	0.01	1.63	1.68	1.58	0.22	0.07	0.02	0.04	0.05	0.05	0.03	0.03	0.0	0.28	0.29	203.64999999999998	225.89999999999998
MA0687.1	SPIC	ENSG00000166211	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0
MA0688.1	TBX2	ENSG00000121068	0.08	0.01	0.0	0.0	0.75	1.4200000000000002	2.5999999999999996	2.26	0.0	0.0	0.0	0.0	0.02	0.01	5.3	0.53	0.0	0.0	2.71	2.81	20.619999999999997	20.09	0.02	0.02	84.72000000000001	86.34	68.66	3.51	3.52	6.3999999999999995	0.06	0.04	0.04	0.02	0.02	0.02	56.8	57.550000000000004	24.45	24.9	33.87	0.0	0.0	0.01	0.0	1.46	1.51	23.419999999999998	22.130000000000003	2.28	24.069999999999997	24.840000000000003	2.78	3.86
MA0689.1	TBX20	ENSG00000164532	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.14	0.0	0.41	0.0	0.0	0.0	0.0	0.74	1.73	0.0	0.0	0.39	0.4	0.01	0.01	0.06	0.06	6.74	6.9	5.74	0.02	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85	1.97	8.8	8.719999999999999	0.14	3.71	3.83	0.0	0.0
MA0690.1	TBX21	ENSG00000073861	0.41	1.32	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.07	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.01	0.01	0.02	0.02	24.91	25.09	0.0	0.0	0.0	0.0	0.0	0.0	0.79	1.94	2.05	0.04	0.04	0.14	0.0	0.0	0.0	0.0	0.0	4.28	7.0	0.2	0.17	0.0	0.0	0.07	0.08	0.0	0.0	0.0	0.0	0.0
MA0691.1	TFAP4	ENSG00000090447	2.91	3.7100000000000004	14.66	14.58	9.670000000000002	17.29	20.959999999999997	29.139999999999997	35.65	55.70999999999999	3.13	3.07	2.7600000000000002	1.6600000000000001	27.179999999999996	5.4399999999999995	8.25	8.37	3.7	3.8099999999999996	7.42	7.26	5.4	5.2	30.24	31.259999999999998	27.14	2.96	2.9499999999999997	3.2299999999999995	24.23	18.149999999999995	18.580000000000002	9.94	10.069999999999999	6.780000000000001	5.750000000000001	5.8	15.209999999999999	15.660000000000002	20.189999999999998	8.969999999999999	8.49	6.489999999999999	7.13	14.55	14.889999999999999	3.9499999999999997	3.85	30.73	2.54	2.61	2.8499999999999996	3.05
MA0692.1	TFEB	ENSG00000112561	42.050000000000004	47.05	1.9900000000000002	0.85	1.71	4.35	2.21	2.58	1.6	0.64	2.0	1.2	4.23	3.4799999999999995	6.240000000000001	2.18	9.47	9.68	2.1100000000000003	2.2300000000000004	0.37000000000000005	0.35000000000000003	5.76	5.460000000000001	35.739999999999995	36.39000000000001	27.039999999999996	10.93	10.82	17.979999999999997	4.53	4.83	5.13	41.31000000000001	41.28	67.96000000000001	1.7400000000000002	1.7699999999999998	12.670000000000002	12.61	13.59	53.84	72.92999999999999	5.390000000000001	5.45	3.0100000000000002	3.41	20.05	19.450000000000006	2.4499999999999997	19.47	21.11	3.8600000000000003	4.74
